Site,Date,Value
Beijing,2015/10/14,115.5
Beijing,2015/10/15,112.583333333
Beijing,2015/10/16,214.5
Beijing,2015/10/17,302.666666667
Beijing,2015/10/18,51.25
Beijing,2015/10/19,63.5
Beijing,2015/10/2,23.0833333333
Beijing,2015/10/20,75.1666666667
Beijing,2015/10/21,52.125
Beijing,2015/10/22,29.9166666667
Beijing,2015/10/23,51.625
Beijing,2015/10/24,51.0833333333
Beijing,2015/10/25,30.2916666667
Beijing,2015/10/26,30.5833333333
Beijing,2015/10/27,14.7083333333
Beijing,2015/10/28,7.75
Beijing,2015/10/29,9.16666666667
Beijing,2015/10/3,23.0833333333
Beijing,2015/10/30,25.6666666667
Beijing,2015/10/31,45.5
Beijing,2015/10/4,109.708333333
Beijing,2015/10/5,202.5
Beijing,2015/10/6,267.708333333
Beijing,2015/10/7,219.958333333
Beijing,2015/10/8,8.95833333333
Beijing,2015/10/9,17.1666666667
Beijing,2015/11/1,75.5
Beijing,2015/11/10,136.125
Beijing,2015/11/11,117.708333333
Beijing,2015/11/12,165.583333333
Beijing,2015/11/13,206.666666667
Beijing,2015/11/14,259.291666667
Beijing,2015/11/15,202.083333333
Beijing,2015/11/16,56.7083333333
Beijing,2015/11/17,55.125
Beijing,2015/11/18,62.0833333333
Beijing,2015/11/19,82.75
Beijing,2015/11/2,90.7916666667
Beijing,2015/11/20,68.5416666667
Beijing,2015/11/21,47.7916666667
Beijing,2015/11/22,50.375
Beijing,2015/11/23,25.625
Beijing,2015/11/24,31.4166666667
Beijing,2015/11/25,49.7083333333
Beijing,2015/11/26,36.0833333333
Beijing,2015/11/27,251.375
Beijing,2015/11/28,300.541666667
Beijing,2015/11/29,253.166666667
Beijing,2015/11/3,165.291666667
Beijing,2015/11/30,412.75
Beijing,2015/11/4,207.583333333
Beijing,2015/11/5,102.791666667
Beijing,2015/11/6,17.25
Beijing,2015/11/7,15.3333333333
Beijing,2015/11/8,54.4166666667
Beijing,2015/11/9,144.208333333
Beijing,2015/12/1,464.375
Beijing,2015/12/10,96.875
Beijing,2015/12/11,44.8333333333
Beijing,2015/12/12,159.041666667
Beijing,2015/12/13,188.125
Beijing,2015/12/14,144.375
Beijing,2015/12/15,6.08333333333
Beijing,2015/12/16,7.58333333333
Beijing,2015/12/17,60.6956521739
Beijing,2015/12/18,74.2916666667
Beijing,2015/12/19,159.375
Beijing,2015/12/2,6.75
Beijing,2015/12/20,238.208333333
Beijing,2015/12/21,241.125
Beijing,2015/12/22,336.958333333
Beijing,2015/12/23,254.541666667
Beijing,2015/12/24,100.416666667
Beijing,2015/12/25,537.25
Beijing,2015/12/26,254.333333333
Beijing,2015/12/27,56.2083333333
Beijing,2015/12/28,112.416666667
Beijing,2015/12/29,331.875
Beijing,2015/12/3,9.54166666667
Beijing,2015/12/30,101.75
Beijing,2015/12/31,70.875
Beijing,2015/12/4,29.375
Beijing,2015/12/5,40.5416666667
Beijing,2015/12/6,160.0
Beijing,2015/12/7,183.25
Beijing,2015/12/8,270.916666667
Beijing,2015/12/9,266.208333333
Beijing,2015/2/1,84.9583333333
Beijing,2015/2/10,131.375
Beijing,2015/2/11,47.8095238095
Beijing,2015/2/12,35.5
Beijing,2015/2/13,147.826086957
Beijing,2015/2/14,268.5
Beijing,2015/2/15,285.041666667
Beijing,2015/2/16,110.875
Beijing,2015/2/17,27.4583333333
Beijing,2015/2/18,47.4166666667
Beijing,2015/2/19,192.782608696
Beijing,2015/2/2,152.708333333
Beijing,2015/2/20,139.041666667
Beijing,2015/2/21,147.375
Beijing,2015/2/22,42.7083333333
Beijing,2015/2/23,57.4166666667
Beijing,2015/2/24,169.25
Beijing,2015/2/25,61.9583333333
Beijing,2015/2/26,15.2916666667
Beijing,2015/2/27,26.8333333333
Beijing,2015/2/28,141.458333333
Beijing,2015/2/3,106.130434783
Beijing,2015/2/4,10.9166666667
Beijing,2015/2/5,27.8333333333
Beijing,2015/2/6,73.5416666667
Beijing,2015/2/7,8.95833333333
Beijing,2015/2/8,29.2083333333
Beijing,2015/2/9,118.875
Beijing,2015/3/1,39.625
Beijing,2015/3/10,31.5
Beijing,2015/3/11,46.2916666667
Beijing,2015/3/12,77.4583333333
Beijing,2015/3/13,69.1666666667
Beijing,2015/3/14,103.833333333
Beijing,2015/3/15,118.125
Beijing,2015/3/16,216.125
Beijing,2015/3/17,194.791666667
Beijing,2015/3/18,50.7916666667
Beijing,2015/3/19,92.5833333333
Beijing,2015/3/2,63.9166666667
Beijing,2015/3/20,43.5416666667
Beijing,2015/3/21,17.8333333333
Beijing,2015/3/22,22.0416666667
Beijing,2015/3/23,36.4583333333
Beijing,2015/3/24,87.25
Beijing,2015/3/25,120.5
Beijing,2015/3/26,98.875
Beijing,2015/3/27,84.8571428571
Beijing,2015/3/28,30.6666666667
Beijing,2015/3/29,93.8095238095
Beijing,2015/3/3,7.75
Beijing,2015/3/30,154.666666667
Beijing,2015/3/31,125.958333333
Beijing,2015/3/4,24.25
Beijing,2015/3/5,112.291666667
Beijing,2015/3/6,207.791666667
Beijing,2015/3/7,228.041666667
Beijing,2015/3/8,113.958333333
Beijing,2015/3/9,7.54166666667
Beijing,2015/4/1,53.875
Beijing,2015/4/10,157.583333333
Beijing,2015/4/11,150.25
Beijing,2015/4/12,17.4583333333
Beijing,2015/4/13,36.7916666667
Beijing,2015/4/14,64.4583333333
Beijing,2015/4/15,156.916666667
Beijing,2015/4/16,36.3913043478
Beijing,2015/4/17,79.5416666667
Beijing,2015/4/18,138.5
Beijing,2015/4/19,61.0416666667
Beijing,2015/4/2,35.8333333333
Beijing,2015/4/20,74.7083333333
Beijing,2015/4/21,61.5
Beijing,2015/4/22,53.7083333333
Beijing,2015/4/23,57.2083333333
Beijing,2015/4/24,62.375
Beijing,2015/4/25,89.9166666667
Beijing,2015/4/26,109.166666667
Beijing,2015/4/27,91.4166666667
Beijing,2015/4/28,49.9583333333
Beijing,2015/4/29,118.458333333
Beijing,2015/4/3,31.1666666667
Beijing,2015/4/30,116.875
Beijing,2015/4/4,66.5
Beijing,2015/4/5,56.4166666667
Beijing,2015/4/6,21.6875
Beijing,2015/4/7,25.75
Beijing,2015/4/8,102.625
Beijing,2015/4/9,166.75
Beijing,2015/5/1,120.791666667
Beijing,2015/5/10,42.875
Beijing,2015/5/11,27.4347826087
Beijing,2015/5/12,33.8333333333
Beijing,2015/5/13,74.375
Beijing,2015/5/14,20.625
Beijing,2015/5/15,32.25
Beijing,2015/5/16,50.4166666667
Beijing,2015/5/17,133.375
Beijing,2015/5/18,59.6666666667
Beijing,2015/5/19,12.6666666667
Beijing,2015/5/2,45.125
Beijing,2015/5/20,15.75
Beijing,2015/5/21,36.7916666667
Beijing,2015/5/22,63.5
Beijing,2015/5/23,98.1666666667
Beijing,2015/5/24,114.875
Beijing,2015/5/25,96.25
Beijing,2015/5/26,83.1666666667
Beijing,2015/5/27,99.9166666667
Beijing,2015/5/28,108.5
Beijing,2015/5/29,71.3333333333
Beijing,2015/5/3,48.125
Beijing,2015/5/30,66.7916666667
Beijing,2015/5/31,59.4166666667
Beijing,2015/5/4,25.0833333333
Beijing,2015/5/5,49.8333333333
Beijing,2015/5/6,25.0833333333
Beijing,2015/5/7,50.4166666667
Beijing,2015/5/8,55.8333333333
Beijing,2015/5/9,37.5238095238
Beijing,2015/6/1,105.25
Beijing,2015/6/10,75.4166666667
Beijing,2015/6/11,22.1666666667
Beijing,2015/6/12,6.625
Beijing,2015/6/13,15.8095238095
Beijing,2015/6/14,19.1666666667
Beijing,2015/6/15,83.3043478261
Beijing,2015/6/16,94.375
Beijing,2015/6/17,37.625
Beijing,2015/6/18,19.5416666667
Beijing,2015/6/19,22.0416666667
Beijing,2015/6/2,36.5833333333
Beijing,2015/6/20,24.375
Beijing,2015/6/21,42.7916666667
Beijing,2015/6/22,82.5833333333
Beijing,2015/6/23,157.666666667
Beijing,2015/6/24,89.0833333333
Beijing,2015/6/25,95.8333333333
Beijing,2015/6/26,76.0
Beijing,2015/6/27,72.7916666667
Beijing,2015/6/28,117.583333333
Beijing,2015/6/29,88.3333333333
Beijing,2015/6/3,35.1666666667
Beijing,2015/6/30,12.7916666667
Beijing,2015/6/4,47.375
Beijing,2015/6/5,49.0833333333
Beijing,2015/6/6,22.8333333333
Beijing,2015/6/7,16.125
Beijing,2015/6/8,19.4166666667
Beijing,2015/6/9,53.1666666667
Beijing,2015/7/1,17.375
Beijing,2015/7/10,43.8333333333
Beijing,2015/7/11,85.8333333333
Beijing,2015/7/12,91.5833333333
Beijing,2015/7/13,43.5416666667
Beijing,2015/7/14,32.9565217391
Beijing,2015/7/15,35.75
Beijing,2015/7/16,37.2916666667
Beijing,2015/7/17,35.9583333333
Beijing,2015/7/18,42.8333333333
Beijing,2015/7/19,69.7916666667
Beijing,2015/7/2,8.375
Beijing,2015/7/20,83.0416666667
Beijing,2015/7/21,107.916666667
Beijing,2015/7/22,53.2083333333
Beijing,2015/7/23,43.4166666667
Beijing,2015/7/24,52.0416666667
Beijing,2015/7/25,80.9166666667
Beijing,2015/7/26,102.833333333
Beijing,2015/7/27,57.0
Beijing,2015/7/28,50.6666666667
Beijing,2015/7/29,81.125
Beijing,2015/7/3,25.1666666667
Beijing,2015/7/30,37.875
Beijing,2015/7/31,23.9166666667
Beijing,2015/7/4,32.2608695652
Beijing,2015/7/5,54.625
Beijing,2015/7/6,57.875
Beijing,2015/7/7,57.75
Beijing,2015/7/8,99.875
Beijing,2015/7/9,59.0833333333
Beijing,2015/8/1,72.4583333333
Beijing,2015/8/10,45.625
Beijing,2015/8/11,87.0416666667
Beijing,2015/8/12,83.125
Beijing,2015/8/13,109.125
Beijing,2015/8/14,58.4583333333
Beijing,2015/8/15,22.5833333333
Beijing,2015/8/16,40.9583333333
Beijing,2015/8/17,73.2083333333
Beijing,2015/8/18,45.0434782609
Beijing,2015/8/19,54.0
Beijing,2015/8/2,65.375
Beijing,2015/8/20,30.25
Beijing,2015/8/21,14.5833333333
Beijing,2015/8/22,18.5416666667
Beijing,2015/8/23,18.9166666667
Beijing,2015/8/24,15.25
Beijing,2015/8/25,15.4583333333
Beijing,2015/8/26,10.7916666667
Beijing,2015/8/27,12.4583333333
Beijing,2015/8/28,15.4166666667
Beijing,2015/8/29,26.9583333333
Beijing,2015/8/3,60.5833333333
Beijing,2015/8/30,27.7916666667
Beijing,2015/8/31,28.2083333333
Beijing,2015/8/4,20.9166666667
Beijing,2015/8/5,71.0
Beijing,2015/8/6,57.5416666667
Beijing,2015/8/7,82.3333333333
Beijing,2015/8/8,45.75
Beijing,2015/8/9,54.3333333333
Beijing,2015/9/1,10.9166666667
Beijing,2015/9/10,8.83333333333
Beijing,2015/9/11,9.0
Beijing,2015/9/12,7.625
Beijing,2015/9/13,18.9583333333
Beijing,2015/9/14,52.4583333333
Beijing,2015/9/15,105.875
Beijing,2015/9/16,127.166666667
Beijing,2015/9/17,138.75
Beijing,2015/9/18,73.0416666667
Beijing,2015/9/19,19.0416666667
Beijing,2015/9/2,8.58333333333
Beijing,2015/9/20,80.2916666667
Beijing,2015/9/21,79.7083333333
Beijing,2015/9/22,115.875
Beijing,2015/9/23,28.6666666667
Beijing,2015/9/24,89.875
Beijing,2015/9/25,18.9166666667
Beijing,2015/9/26,27.625
Beijing,2015/9/27,45.8333333333
Beijing,2015/9/28,47.6666666667
Beijing,2015/9/29,41.5
Beijing,2015/9/3,15.3333333333
Beijing,2015/9/30,23.375
Beijing,2015/9/4,49.7916666667
Beijing,2015/9/5,20.5833333333
Beijing,2015/9/6,17.1666666667
Beijing,2015/9/7,27.0416666667
Beijing,2015/9/8,60.1666666667
Beijing,2015/9/9,35.7916666667
Beijing,2016/1/1,207.5
Beijing,2016/1/10,47.5
Beijing,2016/1/11,11.8333333333
Beijing,2016/1/12,13.125
Beijing,2016/1/13,20.9583333333
Beijing,2016/1/14,71.5833333333
Beijing,2016/1/15,118.458333333
Beijing,2016/1/16,120.416666667
Beijing,2016/1/17,31.0833333333
Beijing,2016/1/18,10.375
Beijing,2016/1/19,68.0434782609
Beijing,2016/1/2,298.958333333
Beijing,2016/1/20,154.791666667
Beijing,2016/1/21,139.333333333
Beijing,2016/1/22,14.5416666667
Beijing,2016/1/23,12.0833333333
Beijing,2016/1/24,13.0416666667
Beijing,2016/1/25,21.6666666667
Beijing,2016/1/26,35.0833333333
Beijing,2016/1/27,120.291666667
Beijing,2016/1/28,149.416666667
Beijing,2016/1/29,60.2916666667
Beijing,2016/1/3,220.416666667
Beijing,2016/1/30,48.75
Beijing,2016/1/31,14.4166666667
Beijing,2016/1/4,33.125
Beijing,2016/1/5,32.25
Beijing,2016/1/6,22.7083333333
Beijing,2016/1/7,10.7916666667
Beijing,2016/1/8,39.4166666667
Beijing,2016/1/9,74.125
Beijing,2016/10/1,150.875
Beijing,2016/10/10,94.625
Beijing,2016/10/11,112.666666667
Beijing,2016/10/12,79.9166666667
Beijing,2016/10/13,168.0
Beijing,2016/10/14,233.458333333
Beijing,2016/10/15,195.523809524
Beijing,2016/10/16,111.916666667
Beijing,2016/10/17,69.5416666667
Beijing,2016/10/18,110.333333333
Beijing,2016/10/19,210.5
Beijing,2016/10/2,162.541666667
Beijing,2016/10/20,87.4166666667
Beijing,2016/10/21,45.8333333333
Beijing,2016/10/22,13.5416666667
Beijing,2016/10/23,28.1666666667
Beijing,2016/10/24,73.75
Beijing,2016/10/25,109.791666667
Beijing,2016/10/26,41.5416666667
Beijing,2016/10/27,32.7916666667
Beijing,2016/10/28,10.4583333333
Beijing,2016/10/29,26.625
Beijing,2016/10/3,102.041666667
Beijing,2016/10/30,52.2083333333
Beijing,2016/10/31,8.875
Beijing,2016/10/4,28.5416666667
Beijing,2016/10/5,63.5833333333
Beijing,2016/10/6,66.9583333333
Beijing,2016/10/7,39.9166666667
Beijing,2016/10/8,13.5833333333
Beijing,2016/10/9,34.9166666667
Beijing,2016/11/1,45.875
Beijing,2016/11/10,133.166666667
Beijing,2016/11/11,83.4166666667
Beijing,2016/11/12,69.9166666667
Beijing,2016/11/13,106.125
Beijing,2016/11/14,40.6363636364
Beijing,2016/11/15,57.625
Beijing,2016/11/16,112.291666667
Beijing,2016/11/17,117.875
Beijing,2016/11/18,195.083333333
Beijing,2016/11/19,118.0
Beijing,2016/11/2,120.916666667
Beijing,2016/11/20,50.875
Beijing,2016/11/21,10.875
Beijing,2016/11/22,8.52173913043
Beijing,2016/11/23,14.75
Beijing,2016/11/24,83.7916666667
Beijing,2016/11/25,176.375
Beijing,2016/11/26,282.083333333
Beijing,2016/11/27,87.5416666667
Beijing,2016/11/28,77.125
Beijing,2016/11/29,97.0833333333
Beijing,2016/11/3,207.25
Beijing,2016/11/30,83.7083333333
Beijing,2016/11/4,247.0
Beijing,2016/11/5,171.75
Beijing,2016/11/6,65.4583333333
Beijing,2016/11/7,37.75
Beijing,2016/11/8,45.3333333333
Beijing,2016/11/9,184.625
Beijing,2016/12/1,33.5
Beijing,2016/12/10,50.7083333333
Beijing,2016/12/11,215.375
Beijing,2016/12/12,217.958333333
Beijing,2016/12/13,39.0833333333
Beijing,2016/12/14,28.7083333333
Beijing,2016/12/15,31.5217391304
Beijing,2016/12/16,124.25
Beijing,2016/12/17,234.666666667
Beijing,2016/12/18,235.739130435
Beijing,2016/12/19,229.0
Beijing,2016/12/2,104.541666667
Beijing,2016/12/20,364.791666667
Beijing,2016/12/21,381.666666667
Beijing,2016/12/22,76.625
Beijing,2016/12/23,32.7083333333
Beijing,2016/12/24,139.0
Beijing,2016/12/25,158.75
Beijing,2016/12/26,55.6666666667
Beijing,2016/12/27,40.8333333333
Beijing,2016/12/28,70.6666666667
Beijing,2016/12/29,70.2083333333
Beijing,2016/12/3,259.083333333
Beijing,2016/12/30,268.416666667
Beijing,2016/12/31,350.083333333
Beijing,2016/12/4,273.166666667
Beijing,2016/12/5,33.9166666667
Beijing,2016/12/6,102.75
Beijing,2016/12/7,144.583333333
Beijing,2016/12/8,89.75
Beijing,2016/12/9,24.8333333333
Beijing,2016/2/1,14.3333333333
Beijing,2016/2/10,117.291666667
Beijing,2016/2/11,155.666666667
Beijing,2016/2/12,147.5
Beijing,2016/2/13,12.375
Beijing,2016/2/14,7.75
Beijing,2016/2/15,8.95833333333
Beijing,2016/2/16,10.6666666667
Beijing,2016/2/17,46.5416666667
Beijing,2016/2/18,14.0416666667
Beijing,2016/2/19,15.375
Beijing,2016/2/2,27.0833333333
Beijing,2016/2/20,15.2916666667
Beijing,2016/2/21,92.75
Beijing,2016/2/22,69.4166666667
Beijing,2016/2/23,13.375
Beijing,2016/2/24,25.6666666667
Beijing,2016/2/25,20.4545454545
Beijing,2016/2/26,35.3333333333
Beijing,2016/2/27,23.8333333333
Beijing,2016/2/28,32.0
Beijing,2016/2/29,35.0
Beijing,2016/2/3,37.8333333333
Beijing,2016/2/4,15.125
Beijing,2016/2/5,10.8333333333
Beijing,2016/2/6,29.4166666667
Beijing,2016/2/7,49.5416666667
Beijing,2016/2/8,152.727272727
Beijing,2016/2/9,45.75
Beijing,2016/3/1,129.291666667
Beijing,2016/3/10,11.1666666667
Beijing,2016/3/11,21.4583333333
Beijing,2016/3/12,110.291666667
Beijing,2016/3/13,18.75
Beijing,2016/3/14,79.0833333333
Beijing,2016/3/15,137.416666667
Beijing,2016/3/16,236.0
Beijing,2016/3/17,252.375
Beijing,2016/3/18,169.416666667
Beijing,2016/3/19,72.4583333333
Beijing,2016/3/2,173.5
Beijing,2016/3/20,63.625
Beijing,2016/3/21,128.913043478
Beijing,2016/3/22,115.416666667
Beijing,2016/3/23,21.5416666667
Beijing,2016/3/24,12.7916666667
Beijing,2016/3/25,22.125
Beijing,2016/3/26,10.9583333333
Beijing,2016/3/27,13.125
Beijing,2016/3/28,76.125
Beijing,2016/3/29,18.625
Beijing,2016/3/3,308.5
Beijing,2016/3/30,24.875
Beijing,2016/3/31,140.916666667
Beijing,2016/3/4,312.583333333
Beijing,2016/3/5,63.375
Beijing,2016/3/6,86.375
Beijing,2016/3/7,35.8333333333
Beijing,2016/3/8,11.4583333333
Beijing,2016/3/9,10.0
Beijing,2016/4/1,37.0
Beijing,2016/4/10,68.8333333333
Beijing,2016/4/11,59.9166666667
Beijing,2016/4/12,69.0
Beijing,2016/4/13,125.458333333
Beijing,2016/4/14,33.3333333333
Beijing,2016/4/15,75.8333333333
Beijing,2016/4/16,26.5833333333
Beijing,2016/4/17,12.5416666667
Beijing,2016/4/18,15.75
Beijing,2016/4/19,65.25
Beijing,2016/4/2,6.125
Beijing,2016/4/20,60.7083333333
Beijing,2016/4/21,100.458333333
Beijing,2016/4/22,31.125
Beijing,2016/4/23,28.5
Beijing,2016/4/24,75.4166666667
Beijing,2016/4/25,79.9166666667
Beijing,2016/4/26,74.6666666667
Beijing,2016/4/27,89.4583333333
Beijing,2016/4/28,77.8333333333
Beijing,2016/4/29,123.416666667
Beijing,2016/4/3,15.4583333333
Beijing,2016/4/30,142.708333333
Beijing,2016/4/4,67.2916666667
Beijing,2016/4/5,107.583333333
Beijing,2016/4/6,132.708333333
Beijing,2016/4/7,93.25
Beijing,2016/4/8,27.0416666667
Beijing,2016/4/9,71.8333333333
Beijing,2016/5/1,154.375
Beijing,2016/5/10,45.3333333333
Beijing,2016/5/11,122.666666667
Beijing,2016/5/12,27.0
Beijing,2016/5/13,37.625
Beijing,2016/5/14,41.5
Beijing,2016/5/15,35.625
Beijing,2016/5/16,25.7083333333
Beijing,2016/5/17,60.4583333333
Beijing,2016/5/18,62.625
Beijing,2016/5/19,78.125
Beijing,2016/5/2,66.75
Beijing,2016/5/20,86.0416666667
Beijing,2016/5/21,70.0869565217
Beijing,2016/5/22,53.9583333333
Beijing,2016/5/23,62.2727272727
Beijing,2016/5/24,26.2083333333
Beijing,2016/5/25,20.9166666667
Beijing,2016/5/26,45.2916666667
Beijing,2016/5/27,57.8333333333
Beijing,2016/5/28,45.9166666667
Beijing,2016/5/29,44.75
Beijing,2016/5/3,30.4583333333
Beijing,2016/5/30,84.25
Beijing,2016/5/31,66.9583333333
Beijing,2016/5/4,24.625
Beijing,2016/5/5,49.1666666667
Beijing,2016/5/6,61.9583333333
Beijing,2016/5/7,16.5416666667
Beijing,2016/5/8,71.8333333333
Beijing,2016/5/9,36.9583333333
Beijing,2016/6/1,55.3333333333
Beijing,2016/6/10,47.6666666667
Beijing,2016/6/11,10.75
Beijing,2016/6/12,70.0416666667
Beijing,2016/6/13,47.5833333333
Beijing,2016/6/14,35.7916666667
Beijing,2016/6/15,15.4166666667
Beijing,2016/6/16,28.25
Beijing,2016/6/17,26.875
Beijing,2016/6/18,43.5416666667
Beijing,2016/6/19,67.1666666667
Beijing,2016/6/2,61.625
Beijing,2016/6/20,89.652173913
Beijing,2016/6/21,107.304347826
Beijing,2016/6/22,42.9583333333
Beijing,2016/6/23,62.4166666667
Beijing,2016/6/24,12.625
Beijing,2016/6/25,15.1666666667
Beijing,2016/6/26,37.0833333333
Beijing,2016/6/27,53.0
Beijing,2016/6/28,78.8695652174
Beijing,2016/6/29,102.708333333
Beijing,2016/6/3,83.9583333333
Beijing,2016/6/30,49.75
Beijing,2016/6/4,82.5416666667
Beijing,2016/6/5,64.4583333333
Beijing,2016/6/6,88.5416666667
Beijing,2016/6/7,58.625
Beijing,2016/6/8,127.5
Beijing,2016/6/9,96.7916666667
Beijing,2016/7/1,11.5
Beijing,2016/7/10,63.875
Beijing,2016/7/11,70.125
Beijing,2016/7/12,25.9583333333
Beijing,2016/7/13,18.75
Beijing,2016/7/14,34.2083333333
Beijing,2016/7/15,35.4583333333
Beijing,2016/7/16,36.75
Beijing,2016/7/17,71.8333333333
Beijing,2016/7/18,85.875
Beijing,2016/7/19,106.636363636
Beijing,2016/7/2,43.3333333333
Beijing,2016/7/20,31.5416666667
Beijing,2016/7/21,22.9166666667
Beijing,2016/7/22,65.0
Beijing,2016/7/23,91.25
Beijing,2016/7/24,54.25
Beijing,2016/7/25,32.6666666667
Beijing,2016/7/26,14.0416666667
Beijing,2016/7/27,45.0416666667
Beijing,2016/7/28,45.4166666667
Beijing,2016/7/29,92.5416666667
Beijing,2016/7/3,74.3333333333
Beijing,2016/7/30,128.541666667
Beijing,2016/7/31,51.2083333333
Beijing,2016/7/4,121.375
Beijing,2016/7/5,82.375
Beijing,2016/7/6,56.625
Beijing,2016/7/7,90.5
Beijing,2016/7/8,69.2083333333
Beijing,2016/7/9,64.8333333333
Beijing,2016/8/1,59.75
Beijing,2016/8/10,65.875
Beijing,2016/8/11,63.0416666667
Beijing,2016/8/12,43.1666666667
Beijing,2016/8/13,18.6666666667
Beijing,2016/8/14,18.875
Beijing,2016/8/15,22.0
Beijing,2016/8/16,21.5833333333
Beijing,2016/8/17,62.4166666667
Beijing,2016/8/18,72.9166666667
Beijing,2016/8/19,16.625
Beijing,2016/8/2,42.8333333333
Beijing,2016/8/20,42.652173913
Beijing,2016/8/21,47.0833333333
Beijing,2016/8/22,38.9565217391
Beijing,2016/8/23,51.5833333333
Beijing,2016/8/24,66.4583333333
Beijing,2016/8/25,10.0
Beijing,2016/8/26,7.70833333333
Beijing,2016/8/27,11.0
Beijing,2016/8/28,9.45833333333
Beijing,2016/8/29,14.5
Beijing,2016/8/3,50.3333333333
Beijing,2016/8/30,28.25
Beijing,2016/8/31,14.375
Beijing,2016/8/4,77.5833333333
Beijing,2016/8/5,52.0
Beijing,2016/8/6,79.5416666667
Beijing,2016/8/7,17.8333333333
Beijing,2016/8/8,30.25
Beijing,2016/8/9,41.75
Beijing,2016/9/1,5.5
Beijing,2016/9/10,15.75
Beijing,2016/9/11,31.25
Beijing,2016/9/12,31.1666666667
Beijing,2016/9/13,82.9583333333
Beijing,2016/9/14,88.9166666667
Beijing,2016/9/15,79.5833333333
Beijing,2016/9/16,121.958333333
Beijing,2016/9/17,36.7916666667
Beijing,2016/9/18,15.5833333333
Beijing,2016/9/19,10.8333333333
Beijing,2016/9/2,10.0
Beijing,2016/9/20,18.1666666667
Beijing,2016/9/21,68.2083333333
Beijing,2016/9/22,97.0833333333
Beijing,2016/9/23,124.541666667
Beijing,2016/9/24,108.458333333
Beijing,2016/9/25,154.833333333
Beijing,2016/9/26,59.6666666667
Beijing,2016/9/27,22.4166666667
Beijing,2016/9/28,14.7916666667
Beijing,2016/9/29,56.5833333333
Beijing,2016/9/3,19.6666666667
Beijing,2016/9/30,91.4583333333
Beijing,2016/9/4,65.2916666667
Beijing,2016/9/5,23.3333333333
Beijing,2016/9/6,22.2916666667
Beijing,2016/9/7,38.375
Beijing,2016/9/8,18.0833333333
Beijing,2016/9/9,14.3333333333
Beijing,2017/1/1,476.916666667
Beijing,2017/1/10,30.0
Beijing,2017/1/11,67.5652173913
Beijing,2017/1/12,43.1666666667
Beijing,2017/1/13,10.0416666667
Beijing,2017/1/14,18.9166666667
Beijing,2017/1/15,51.375
Beijing,2017/1/16,102.25
Beijing,2017/1/17,149.541666667
Beijing,2017/1/18,45.5
Beijing,2017/1/19,52.7916666667
Beijing,2017/1/2,219.333333333
Beijing,2017/1/20,22.5833333333
Beijing,2017/1/21,33.2916666667
Beijing,2017/1/22,29.125
Beijing,2017/1/23,42.9166666667
Beijing,2017/1/24,107.541666667
Beijing,2017/1/25,198.333333333
Beijing,2017/1/26,186.875
Beijing,2017/1/27,64.2916666667
Beijing,2017/1/28,286.588235294
Beijing,2017/1/29,48.6666666667
Beijing,2017/1/3,357.541666667
Beijing,2017/1/30,30.125
Beijing,2017/1/31,84.2083333333
Beijing,2017/1/4,401.25
Beijing,2017/1/5,229.416666667
Beijing,2017/1/6,237.833333333
Beijing,2017/1/7,188.375
Beijing,2017/1/8,20.9166666667
Beijing,2017/1/9,38.9130434783
Beijing,2017/2/1,32.875
Beijing,2017/2/10,9.83333333333
Beijing,2017/2/11,36.7391304348
Beijing,2017/2/12,146.75
Beijing,2017/2/13,112.130434783
Beijing,2017/2/14,189.166666667
Beijing,2017/2/15,240.041666667
Beijing,2017/2/16,110.416666667
Beijing,2017/2/17,24.5833333333
Beijing,2017/2/18,93.875
Beijing,2017/2/19,103.0
Beijing,2017/2/2,98.875
Beijing,2017/2/20,11.9583333333
Beijing,2017/2/21,59.1666666667
Beijing,2017/2/22,76.5
Beijing,2017/2/23,20.375
Beijing,2017/2/24,23.125
Beijing,2017/2/25,11.5
Beijing,2017/2/26,27.0416666667
Beijing,2017/2/27,81.0416666667
Beijing,2017/2/28,14.0
Beijing,2017/2/3,179.625
Beijing,2017/2/4,281.583333333
Beijing,2017/2/5,12.0416666667
Beijing,2017/2/6,12.2083333333
Beijing,2017/2/7,75.6666666667
Beijing,2017/2/8,40.25
Beijing,2017/2/9,7.95833333333
Beijing,2017/3/1,12.4583333333
Beijing,2017/3/10,33.1739130435
Beijing,2017/3/11,51.0833333333
Beijing,2017/3/12,11.9166666667
Beijing,2017/3/13,10.1666666667
Beijing,2017/3/14,18.9166666667
Beijing,2017/3/15,66.75
Beijing,2017/3/16,118.833333333
Beijing,2017/3/17,118.083333333
Beijing,2017/3/18,142.304347826
Beijing,2017/3/19,207.791666667
Beijing,2017/3/2,45.7916666667
Beijing,2017/3/20,128.666666667
Beijing,2017/3/21,88.2083333333
Beijing,2017/3/22,136.833333333
Beijing,2017/3/23,122.958333333
Beijing,2017/3/24,66.3333333333
Beijing,2017/3/25,33.625
Beijing,2017/3/26,11.625
Beijing,2017/3/27,14.375
Beijing,2017/3/28,62.9166666667
Beijing,2017/3/29,115.958333333
Beijing,2017/3/3,92.0416666667
Beijing,2017/3/30,81.7916666667
Beijing,2017/3/31,22.75
Beijing,2017/3/4,92.0833333333
Beijing,2017/3/5,14.2083333333
Beijing,2017/3/6,19.0
Beijing,2017/3/7,10.25
